Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 09:40:32 AM,52.3749,4.7893,→ 90°,209,241,"3,100","2,109",FlightAware ADS-B (EHDB),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:40:48 AM,52.3721,4.8164,→ 108°,228,262,"3,625","1,734",FlightAware ADS-B (DHR / EHKD),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:41:04 AM,52.3628,4.8380,↘ 142°,242,278,"4,025","2,016",FlightAware ADS-B (EHHV),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:41:20 AM,52.3451,4.8501,↓ 171°,249,287,"4,700","2,262",FlightAware ADS-B (EHHA),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:42:07 AM,52.2886,4.8489,↓ 181°,278,320,"6,400","2,420",FlightAware ADS-B (EHVB),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:42:35 AM,52.2518,4.8478,↓ 181°,282,325,"7,725","3,000",FlightAware ADS-B (AMS / EHAM),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:43:01 AM,52.2167,4.8469,↓ 181°,281,323,"9,100","2,800",FlightAware ADS-B (AMS / EHAM),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:43:20 AM,52.1913,4.8463,↓ 181°,290,334,"9,825","1,939",FlightAware ADS-B (EHTE),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:43:42 AM,52.1619,4.8457,↓ 181°,306,352,"10,425","1,116",FlightAware ADS-B (EHDB),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:44:03 AM,52.1313,4.8449,↓ 181°,332,382,"10,625","1,281",FlightAware ADS-B (AMS / EHAM),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:44:30 AM,52.0900,4.8440,↓ 181°,342,394,"11,450","2,000",FlightAware ADS-B (EHDB),Departures,HOP1797,2025-03-24 14:50:59
Mon 09:38:09 AM,52.3238,4.7396,↑ 5°,158,182,125,,FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:38:25 AM,52.3359,4.7423,↑ 15°,163,188,750,"1,969",FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:38:41 AM,52.3471,4.7495,↗ 23°,179,206,"1,175","1,313",FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:38:57 AM,52.3607,4.7588,↗ 23°,205,236,"1,450","1,031",FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:39:13 AM,52.3744,4.7697,↗ 31°,235,270,"1,725","1,500",FlightAware ADS-B (RTM / EHRD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:39:29 AM,52.3890,4.7890,↗ 45°,252,290,"2,250","2,571",FlightAware ADS-B (GLZ / EHGR),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:39:48 AM,52.4046,4.8152,↗ 46°,257,296,"3,225","2,958",FlightAware ADS-B (RTM / EHRD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:40:05 AM,52.4176,4.8400,↗ 61°,269,310,"4,025","2,779",FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:40:22 AM,52.4235,4.8763,→ 88°,277,319,"4,800","3,036",FlightAware ADS-B (RTM / EHRD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:40:47 AM,52.4238,4.9272,→ 90°,276,318,"6,150","3,136",FlightAware ADS-B (UDE / EHVK),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:41:06 AM,52.4231,4.9657,→ 98°,279,321,"7,100","3,043",FlightAware ADS-B (RTM / EHRD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:41:22 AM,52.4137,4.9985,↘ 127°,280,322,"7,925","3,088",FlightAware ADS-B (UDE / EHVK),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:41:40 AM,52.3949,5.0230,↘ 146°,279,321,"8,850","2,663",FlightAware ADS-B (UTC / EHSB),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:42:11 AM,52.3633,5.0589,↘ 145°,289,333,"10,100","2,426",FlightAware ADS-B (EHBD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:42:27 AM,52.3436,5.0820,↘ 143°,300,345,"10,750","2,438",FlightAware ADS-B (DHR / EHKD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:42:51 AM,52.3216,5.1164,↘ 131°,305,351,"11,725","2,689",FlightAware ADS-B (DHR / EHKD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:43:20 AM,52.2936,5.1676,↘ 132°,310,357,"13,125","2,847",FlightAware ADS-B (RTM / EHRD),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:43:50 AM,52.2656,5.2185,↘ 132°,314,361,"14,525","2,471",FlightAware ADS-B (EHTE),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:44:11 AM,52.2439,5.2585,↘ 129°,332,382,"15,225","1,633",FlightAware ADS-B (EIN / EHEH),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:44:35 AM,52.2218,5.3091,↘ 125°,356,410,"15,750","1,884",FlightAware ADS-B (AMS / EHAM),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:44:54 AM,52.2040,5.3501,↘ 125°,361,415,"16,575","2,750",FlightAware ADS-B (ETND),Departures,KLM1367,2025-03-24 14:50:59
Mon 09:36:55 AM,52.3273,4.7398,↑ 4°,153,176,100,,FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:37:11 AM,52.3380,4.7411,↑ 6°,154,177,700,"2,156",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:37:27 AM,52.3494,4.7478,↗ 28°,165,190,"1,250","1,547",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:37:43 AM,52.3608,4.7577,↗ 30°,189,217,"1,525","1,078",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:37:59 AM,52.3709,4.7768,↗ 65°,213,245,"1,825","1,500",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:38:15 AM,52.3728,4.8008,→ 96°,223,257,"2,325","2,250",FlightAware ADS-B (EHHV),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:38:31 AM,52.3668,4.8262,↘ 125°,227,261,"3,025","2,344",FlightAware ADS-B (EHHA),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:38:47 AM,52.3541,4.8446,↘ 152°,235,270,"3,575","2,063",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:39:03 AM,52.3362,4.8491,↓ 183°,236,272,"4,125","1,828",FlightAware ADS-B (EHHA),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:39:19 AM,52.3189,4.8478,↓ 182°,252,290,"4,550","1,547",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:39:35 AM,52.2990,4.8474,↓ 180°,268,308,"4,950","2,156",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:39:51 AM,52.2784,4.8476,↓ 180°,270,311,"5,700","2,526",FlightAware ADS-B (UTC / EHSB),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:40:32 AM,52.2267,4.8476,↓ 181°,280,322,"7,350","2,522",FlightAware ADS-B (RTM / EHRD),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:41:00 AM,52.1906,4.8468,↓ 181°,280,322,"8,600","2,509",FlightAware ADS-B (EHVB),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:41:30 AM,52.1508,4.8457,↓ 181°,289,333,"9,775","2,034",FlightAware ADS-B (EHTE),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:41:59 AM,52.1101,4.8448,↓ 181°,316,364,"10,600","1,688",FlightAware ADS-B (UTC / EHSB),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:42:18 AM,52.0825,4.8441,↓ 181°,330,380,"11,125","2,235",FlightAware ADS-B (EHTL),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:42:48 AM,52.0352,4.8424,↓ 184°,337,388,"12,425","2,413",FlightAware ADS-B (AMS / EHAM),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:43:04 AM,52.0124,4.8345,↓ 198°,342,394,"12,975","2,268",FlightAware ADS-B (NWI / EGSH),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:44:10 AM,51.9162,4.7608,↙ 206°,358,412,"15,525","2,364",FlightAware ADS-B (AAH / EDKA),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:44:36 AM,51.8750,4.7290,↙ 206°,361,415,"16,600","2,302",FlightAware ADS-B (EBWE),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:44:53 AM,51.8502,4.7097,↙ 206°,366,421,"17,175","1,946",FlightAware ADS-B (EGSQ),Departures,RYR2335,2025-03-24 14:50:59
Mon 09:36:27 AM,52.3502,4.7109,↑ 3°,142,163,150,,FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:36:43 AM,52.3604,4.7115,↑ 1°,144,166,675,"1,641",FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:36:59 AM,52.3716,4.7115,↑ 0°,160,184,"1,025",932,FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:37:20 AM,52.3883,4.7127,↑ 5°,195,224,"1,250","1,971",FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:37:50 AM,52.4172,4.7166,↑ 4°,213,245,"2,700","2,920",FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:38:16 AM,52.4425,4.7195,↑ 3°,233,268,"3,975","2,760",FlightAware ADS-B (LEY / EHLE),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:38:40 AM,52.4713,4.7221,↑ 3°,258,297,"5,000","3,056",FlightAware ADS-B (NRN / EDLV),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:39:10 AM,52.5067,4.7256,↑ 3°,264,304,"6,725","3,383",FlightAware ADS-B (EHHA),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:39:27 AM,52.5283,4.7303,↑ 16°,273,314,"7,650","3,433",FlightAware ADS-B (EIN / EHEH),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:40:02 AM,52.5560,4.7861,→ 72°,284,327,"9,700","3,435",FlightAware ADS-B (EHLW),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:40:36 AM,52.5689,4.8553,→ 73°,286,329,"11,600","3,260",FlightAware ADS-B (EHHA),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:40:54 AM,52.5759,4.8920,→ 73°,289,333,"12,525","3,083",FlightAware ADS-B (GRQ / EHGG),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:41:12 AM,52.5841,4.9328,→ 69°,293,337,"13,450","2,792",FlightAware ADS-B (RTM / EHRD),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:41:30 AM,52.5944,4.9652,↗ 57°,296,341,"14,200","2,735",FlightAware ADS-B (GRQ / EHGG),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:42:03 AM,52.6227,5.0252,↗ 52°,301,346,"15,775","2,868",FlightAware ADS-B (ENS / EHTW),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:42:27 AM,52.6426,5.0669,↗ 52°,302,348,"16,925","2,667",FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:42:57 AM,52.6692,5.1227,↗ 52°,309,356,"18,175","2,663",FlightAware ADS-B (DHR / EHKD),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:43:16 AM,52.6858,5.1576,↗ 52°,307,353,"19,100","2,625",FlightAware ADS-B (AMS / EHAM),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:44:01 AM,52.7256,5.2413,↗ 52°,311,358,"20,975","2,420",FlightAware ADS-B (EHHV),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:44:31 AM,52.7523,5.2977,↗ 52°,314,361,"22,125","2,280",FlightAware ADS-B (LEY / EHLE),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:44:51 AM,52.7705,5.3362,↗ 52°,316,364,"22,875","2,130",FlightAware ADS-B (RTM / EHRD),Departures,KLM1341,2025-03-24 14:50:59
Mon 09:35:30 AM,52.3231,4.7394,↑ 4°,153,176,100,,FlightAware ADS-B (AMS / EHAM),Departures,SEH791,2025-03-24 14:50:59
Mon 09:35:46 AM,52.3330,4.7408,↑ 10°,143,165,775,"2,203",FlightAware ADS-B (AMS / EHAM),Departures,SEH791,2025-03-24 14:50:59
Mon 09:36:02 AM,52.3437,4.7475,↑ 21°,154,177,"1,275","1,500",FlightAware ADS-B (AMS / EHAM),Departures,SEH791,2025-03-24 14:50:59
Mon 09:36:18 AM,52.3542,4.7540,↑ 21°,174,200,"1,575","1,313",FlightAware ADS-B (RTM / EHRD),Departures,SEH791,2025-03-24 14:50:59
Mon 09:36:34 AM,52.3672,4.7624,↑ 21°,195,224,"1,975","1,714",FlightAware ADS-B (AMS / EHAM),Departures,SEH791,2025-03-24 14:50:59
Mon 09:36:53 AM,52.3834,4.7781,↗ 42°,225,259,"2,575","1,898",FlightAware ADS-B (UTC / EHSB),Departures,SEH791,2025-03-24 14:50:59
Mon 09:37:23 AM,52.4073,4.8178,↗ 46°,262,302,"3,525","2,362",FlightAware ADS-B (EHHA),Departures,SEH791,2025-03-24 14:50:59
Mon 09:37:40 AM,52.4199,4.8455,↗ 65°,272,313,"4,425","3,592",FlightAware ADS-B (DHR / EHKD),Departures,SEH791,2025-03-24 14:50:59
Mon 09:38:01 AM,52.4237,4.8877,→ 90°,277,319,"5,800","3,878",FlightAware ADS-B (LEY / EHLE),Departures,SEH791,2025-03-24 14:50:59
Mon 09:38:21 AM,52.4239,4.9336,→ 89°,281,323,"7,075","3,474",FlightAware ADS-B (RTM / EHRD),Departures,SEH791,2025-03-24 14:50:59
Mon 09:38:39 AM,52.4226,4.9681,→ 100°,287,330,"8,000","3,441",FlightAware ADS-B (EHLW),Departures,SEH791,2025-03-24 14:50:59
Mon 09:38:55 AM,52.4118,5.0011,↘ 128°,287,330,"9,025","2,710",FlightAware ADS-B (RTM / EHRD),Departures,SEH791,2025-03-24 14:50:59
Mon 09:39:41 AM,52.3601,5.0629,↘ 144°,316,364,"10,800","1,932",FlightAware ADS-B (EHHA),Departures,SEH791,2025-03-24 14:50:59
Mon 09:40:08 AM,52.3294,5.1025,↘ 135°,338,389,"11,375","1,714",FlightAware ADS-B (LEY / EHLE),Departures,SEH791,2025-03-24 14:50:59
Mon 09:40:30 AM,52.3056,5.1459,↘ 132°,343,395,"12,200","3,096",FlightAware ADS-B (UTC / EHSB),Departures,SEH791,2025-03-24 14:50:59
Mon 09:40:55 AM,52.2791,5.1939,↘ 132°,340,391,"13,800","3,424",FlightAware ADS-B (EHTE),Departures,SEH791,2025-03-24 14:50:59
Mon 09:41:16 AM,52.2585,5.2313,↘ 132°,344,396,"14,825","2,900",FlightAware ADS-B (AMS / EHAM),Departures,SEH791,2025-03-24 14:50:59
Mon 09:41:55 AM,52.2181,5.3141,↘ 127°,355,409,"16,700","2,842",FlightAware ADS-B (UTC / EHSB),Departures,SEH791,2025-03-24 14:50:59
Mon 09:42:13 AM,52.2006,5.3522,↘ 127°,359,413,"17,525","3,049",FlightAware ADS-B (NRN / EDLV),Departures,SEH791,2025-03-24 14:50:59
Mon 09:42:56 AM,52.1578,5.4445,↘ 127°,357,411,"19,800","2,877",FlightAware ADS-B (EHDL),Departures,SEH791,2025-03-24 14:50:59
Mon 09:43:26 AM,52.1270,5.5114,↘ 127°,366,421,"21,025","2,050",FlightAware ADS-B (DUS / EDDL),Departures,SEH791,2025-03-24 14:50:59
Mon 09:43:56 AM,52.0965,5.5774,↘ 127°,382,440,"21,850","1,925",FlightAware ADS-B (EBFN),Departures,SEH791,2025-03-24 14:50:59
Mon 09:44:26 AM,52.0648,5.6454,↘ 127°,389,448,"22,950","2,250",FlightAware ADS-B (ESS / EDLE),Departures,SEH791,2025-03-24 14:50:59
Mon 09:44:56 AM,52.0313,5.7170,↘ 127°,394,453,"24,100","2,394",FlightAware ADS-B (AAH / EDKA),Departures,SEH791,2025-03-24 14:50:59
Mon 09:45:13 AM,52.0119,5.7585,↘ 127°,395,455,"24,825","2,292",FlightAware ADS-B (EHVB),Departures,SEH791,2025-03-24 14:50:59
Mon 09:33:56 AM,52.3231,4.7393,↑ 3°,162,186,50,,FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:34:12 AM,52.3355,4.7407,↑ 8°,167,192,700,"2,016",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:34:28 AM,52.3475,4.7478,↗ 25°,184,212,"1,125","1,313",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:34:44 AM,52.3606,4.7576,↗ 24°,209,241,"1,400","1,031",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:35:00 AM,52.3758,4.7706,↗ 33°,235,270,"1,675","1,455",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:35:17 AM,52.3900,4.7905,↗ 46°,253,291,"2,200","2,462",FlightAware ADS-B (EHHO),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:35:39 AM,52.4084,4.8217,↗ 46°,260,299,"3,275","2,808",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:35:56 AM,52.4197,4.8463,→ 67°,271,312,"4,025","3,113",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:36:19 AM,52.4236,4.8972,→ 89°,277,319,"5,350","3,471",FlightAware ADS-B (RTM / EHRD),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:36:47 AM,52.4237,4.9548,→ 93°,280,322,"6,975","3,500",FlightAware ADS-B (EHHO),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:37:04 AM,52.4165,4.9910,↘ 123°,284,327,"7,975","3,324",FlightAware ADS-B (EHHV),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:37:24 AM,52.3989,5.0178,↘ 146°,281,323,"9,025","2,862",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:38:09 AM,52.3484,5.0761,↘ 144°,303,349,"11,075","2,762",FlightAware ADS-B (UTC / EHSB),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:38:27 AM,52.3292,5.1030,↘ 135°,307,353,"11,925","2,871",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:38:44 AM,52.3120,5.1339,↘ 132°,311,358,"12,750","2,850",FlightAware ADS-B (UTC / EHSB),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:39:27 AM,52.2715,5.2077,↘ 132°,317,365,"14,775","2,775",FlightAware ADS-B (EHDL),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:39:44 AM,52.2548,5.2379,↘ 132°,322,371,"15,525","2,595",FlightAware ADS-B (GRQ / EHGG),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:40:04 AM,52.2358,5.2765,↘ 125°,325,374,"16,375","2,455",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:40:28 AM,52.2144,5.3258,↘ 125°,330,380,"17,325","2,163",FlightAware ADS-B (EHDB),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:40:47 AM,52.1986,5.3622,↘ 125°,342,394,"17,925","1,531",FlightAware ADS-B (EHDL),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:41:17 AM,52.1684,5.4319,↘ 126°,369,425,"18,575","2,025",FlightAware ADS-B (EBGB),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:41:47 AM,52.1403,5.4957,↘ 126°,366,421,"19,950","2,194",FlightAware ADS-B (LEY / EHLE),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:42:11 AM,52.1142,5.5552,↘ 125°,383,441,"20,550","1,556",FlightAware ADS-B (DHR / EHKD),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:42:41 AM,52.0849,5.6227,↘ 125°,395,455,"21,350","1,680",FlightAware ADS-B (EHHV),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:43:01 AM,52.0632,5.6714,↘ 127°,403,464,"21,950","1,824",FlightAware ADS-B (EDLC),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:43:18 AM,52.0433,5.7097,↘ 131°,410,472,"22,475","1,829",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:43:42 AM,52.0127,5.7671,↘ 131°,417,480,"23,200","1,917",FlightAware ADS-B (EHDR),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:44:12 AM,51.9751,5.8372,↘ 131°,420,483,"24,200","2,036",FlightAware ADS-B (EHHV),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:44:38 AM,51.9416,5.8993,↘ 133°,423,487,"25,100","2,011",FlightAware ADS-B (GRQ / EHGG),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:44:56 AM,51.9151,5.9403,↘ 139°,427,491,"25,675","2,667",FlightAware ADS-B (DUS / EDDL),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:45:14 AM,51.8896,5.9758,↘ 139°,417,480,"26,700","2,667",FlightAware ADS-B (AMS / EHAM),Departures,KLM1605,2025-03-24 14:50:59
Mon 09:33:22 AM,52.3554,4.7112,↑ 2°,146,168,575,,FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:33:38 AM,52.3670,4.7118,↑ 2°,158,182,"1,025","1,337",FlightAware ADS-B (RTM / EHRD),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:34:08 AM,52.3917,4.7138,↑ 4°,203,234,"1,600","1,991",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:34:36 AM,52.4199,4.7168,↑ 1°,212,244,"2,950","2,795",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:34:52 AM,52.4345,4.7112,↖ 333°,226,260,"3,650","2,375",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:35:12 AM,52.4516,4.6861,← 313°,246,283,"4,375","2,760",FlightAware ADS-B (EHHV),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:35:42 AM,52.4749,4.6468,← 315°,256,295,"5,950","3,225",FlightAware ADS-B (LEY / EHLE),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:36:12 AM,52.5010,4.6041,← 315°,267,307,"7,600","3,235",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:36:33 AM,52.5193,4.5736,← 311°,271,312,"8,700","3,169",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:37:14 AM,52.5528,4.5060,← 309°,280,322,"10,875","3,000",FlightAware ADS-B (DHR / EHKD),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:37:44 AM,52.5761,4.4592,← 309°,283,326,"12,250","2,800",FlightAware ADS-B (GKE / ETNG),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:38:14 AM,52.6011,4.4093,← 309°,287,330,"13,675","2,850",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:38:44 AM,52.6281,4.3550,← 309°,294,338,"15,100","2,525",FlightAware ADS-B (BRU / EBBR),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:39:14 AM,52.6535,4.3039,← 309°,304,350,"16,200","2,275",FlightAware ADS-B (EHHO),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:39:44 AM,52.6797,4.2510,← 309°,312,359,"17,375","2,275",FlightAware ADS-B (WOE / EHWO),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:40:14 AM,52.7084,4.1930,← 309°,321,369,"18,475","2,394",FlightAware ADS-B (EGSK),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:40:36 AM,52.7281,4.1533,← 310°,319,367,"19,450","2,526",FlightAware ADS-B (RTM / EHRD),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:40:52 AM,52.7454,4.1231,↖ 316°,320,368,"20,075","2,333",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:41:12 AM,52.7672,4.0918,↖ 321°,319,367,"20,850","1,929",FlightAware ADS-B (UDE / EHVK),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:41:41 AM,52.7995,4.0482,↖ 322°,331,381,"21,650","1,933",FlightAware ADS-B (EHDB),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:42:04 AM,52.8269,4.0110,↖ 321°,335,386,"22,525","2,066",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:42:34 AM,52.8638,3.9609,↖ 321°,338,389,"23,475","1,800",FlightAware ADS-B (LEY / EHLE),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:43:04 AM,52.9003,3.9110,↖ 321°,348,400,"24,325","1,650",FlightAware ADS-B (LEY / EHLE),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:43:34 AM,52.9377,3.8596,↖ 320°,356,410,"25,125","1,528",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:43:58 AM,52.9673,3.8175,↖ 318°,365,420,"25,700","1,568",FlightAware ADS-B (AMS / EHAM),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:44:18 AM,52.9917,3.7754,← 311°,374,430,"26,275","1,740",FlightAware ADS-B (ETND),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:44:48 AM,53.0258,3.7099,← 311°,377,434,"27,150","1,775",FlightAware ADS-B (EHHV),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:45:18 AM,53.0593,3.6446,← 310°,377,434,"28,050","1,650",FlightAware ADS-B (GKE / ETNG),Departures,KLM1157,2025-03-24 14:50:59
Mon 09:31:42 AM,52.3261,4.7395,↑ 3°,175,201,100,,FlightAware ADS-B (AMS / EHAM),Departures,KLM895,2025-03-24 14:50:59
Mon 09:31:58 AM,52.3399,4.7410,↑ 8°,175,201,900,"2,109",FlightAware ADS-B (AMS / EHAM),Departures,KLM895,2025-03-24 14:50:59
Mon 09:32:14 AM,52.3521,4.7492,↗ 27°,184,212,"1,225","1,125",FlightAware ADS-B (EHHV),Departures,KLM895,2025-03-24 14:50:59
Mon 09:32:30 AM,52.3636,4.7584,↗ 25°,201,231,"1,500",938,FlightAware ADS-B (AMS / EHAM),Departures,KLM895,2025-03-24 14:50:59
Mon 09:32:46 AM,52.3782,4.7705,↗ 34°,225,259,"1,725","1,045",FlightAware ADS-B (AMS / EHAM),Departures,KLM895,2025-03-24 14:50:59
Mon 09:33:03 AM,52.3913,4.7900,↗ 46°,241,277,"2,075","1,622",FlightAware ADS-B (AMS / EHAM),Departures,KLM895,2025-03-24 14:50:59
