Time,Latitude,Longitude,Course,Speed_kts,Speed_mph,Altitude_feet,ClimbRate,ReportingFacility,FlightType,FlightNumber,ScrapeTime
Mon 07:36:07 AM,50.4456,10.0008,← 314°,451.0,519.0,"36,450","1,075",FlightAware ADS-B (EDSH),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:36:37 AM,50.4889,9.9309,← 314°,455.0,524.0,"37,050","1,325",FlightAware ADS-B (FRA / EDDF),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:37:07 AM,50.5333,9.8594,← 314°,453.0,521.0,"37,775","1,375",FlightAware ADS-B (AOC / EDAC),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:37:37 AM,50.578,9.7872,← 314°,454.0,522.0,"38,425","1,200",FlightAware ADS-B (BWE / EDVE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:38:07 AM,50.6205,9.7181,← 314°,456.0,525.0,"38,975",950,FlightAware ADS-B (LUX / ELLX),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:38:37 AM,50.6644,9.6464,← 314°,460.0,529.0,"39,375",975,FlightAware ADS-B (ESS / EDLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:39:07 AM,50.7104,9.5712,← 314°,459.0,528.0,"39,950",625,FlightAware ADS-B (EDXE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:39:37 AM,50.7528,9.5018,← 314°,459.0,528.0,"40,000",50,FlightAware ADS-B (CGN / EDDK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:40:07 AM,50.7965,9.4302,← 314°,456.0,525.0,"40,000",,FlightAware ADS-B (EDGR),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:40:37 AM,50.841,9.3574,← 314°,451.0,519.0,"40,000",,FlightAware ADS-B (QEF / EDFE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:41:07 AM,50.8845,9.2853,← 314°,446.0,513.0,"40,000",,FlightAware ADS-B (CGN / EDDK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:41:37 AM,50.9254,9.2168,← 313°,446.0,513.0,"40,000",,FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:42:07 AM,50.9691,9.1437,← 314°,445.0,512.0,"40,000",,FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:42:37 AM,51.0105,9.0744,← 313°,445.0,512.0,"40,000",,FlightAware ADS-B (GKE / ETNG),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:43:07 AM,51.0536,9.0023,← 314°,444.0,511.0,"40,000",,FlightAware ADS-B (ETNN),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:43:37 AM,51.0941,8.9346,← 313°,444.0,511.0,"40,000",,FlightAware ADS-B (SGE / EDGS),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:43:56 AM,51.1226,8.8866,← 313°,444.0,511.0,"40,000",,FlightAware ADS-B (EDHD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:44:26 AM,51.1647,8.8155,← 313°,443.0,510.0,"40,000",,FlightAware ADS-B (LEJ / EDDP),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:44:56 AM,51.2067,8.7447,← 313°,443.0,510.0,"40,000",,FlightAware ADS-B (ETNW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:45:16 AM,51.236,8.6949,← 313°,443.0,510.0,"40,000",,FlightAware ADS-B (FRA / EDDF),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:45:46 AM,51.277,8.6252,← 313°,443.0,510.0,"40,000",,FlightAware ADS-B (GHF / EDQG),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:46:16 AM,51.3173,8.5566,← 313°,442.0,509.0,"40,000",,FlightAware ADS-B (EDKN),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:46:46 AM,51.36,8.4844,← 313°,441.0,507.0,"40,000",,FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:47:16 AM,51.4007,8.4151,← 313°,440.0,506.0,"40,000",,FlightAware ADS-B (NRN / EDLV),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:47:46 AM,51.4433,8.3417,← 313°,439.0,505.0,"40,000",,FlightAware ADS-B (DTM / EDLW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:48:25 AM,51.4967,8.2496,← 313°,437.0,503.0,"40,000",,FlightAware ADS-B (EDKD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:48:55 AM,51.5381,8.179,← 313°,437.0,503.0,"40,000",,FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:49:23 AM,51.5781,8.1095,← 311°,437.0,503.0,"40,000",,FlightAware ADS-B (KSF / EDVK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:49:41 AM,51.5984,8.0672,← 304°,440.0,506.0,"40,000",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:50:02 AM,51.6208,8.0101,← 302°,441.0,507.0,"40,000",,FlightAware ADS-B (EDFC),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:50:24 AM,51.6455,7.9456,← 302°,441.0,507.0,"40,000",,FlightAware ADS-B (XFW / EDHI),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:50:54 AM,51.6771,7.8626,← 301°,442.0,509.0,"40,000",,FlightAware ADS-B (EDLT),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:51:39 AM,51.7243,7.7381,← 301°,442.0,509.0,"40,000",-160,FlightAware ADS-B (HAJ / EDDV),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:52:09 AM,51.7566,7.652,← 301°,444.0,511.0,"39,800","-1,075",FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:52:39 AM,51.7886,7.5663,← 301°,442.0,509.0,"38,925","-2,125",FlightAware ADS-B (EDLM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:53:21 AM,51.832,7.4507,← 301°,443.0,510.0,"37,250","-2,375",FlightAware ADS-B (EDLI),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:53:51 AM,51.8639,7.3652,← 301°,442.0,509.0,"36,075","-2,425",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:54:21 AM,51.8959,7.2794,← 301°,444.0,511.0,"34,825","-2,425",FlightAware ADS-B (DUS / EDDL),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:54:51 AM,51.9276,7.1943,← 301°,444.0,511.0,"33,650","-2,425",FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:55:21 AM,51.9597,7.1075,← 301°,445.0,512.0,"32,400","-2,450",FlightAware ADS-B (EDKZ),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:55:51 AM,51.9911,7.023,← 301°,453.0,521.0,"31,200","-2,375",FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:56:21 AM,52.0232,6.9362,← 301°,455.0,524.0,"30,025","-2,425",FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:56:51 AM,52.0564,6.8463,← 301°,458.0,527.0,"28,775","-2,418",FlightAware ADS-B (EHDR),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:57:10 AM,52.0746,6.7963,← 301°,460.0,529.0,"28,050","-2,327",FlightAware ADS-B (EHDB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:57:40 AM,52.1075,6.7052,← 300°,459.0,528.0,"26,875","-2,575",FlightAware ADS-B (UTC / EHSB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:58:10 AM,52.1405,6.6136,← 300°,449.0,517.0,"25,475","-2,683",FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:58:32 AM,52.1623,6.5533,← 300°,441.0,507.0,"24,550","-2,769",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:59:02 AM,52.1944,6.4642,← 300°,430.0,495.0,"23,075","-2,684",FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:59:29 AM,52.2197,6.3939,← 300°,424.0,488.0,"22,000","-2,530",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:00:09 AM,52.2594,6.2831,← 300°,413.0,475.0,"20,250","-2,614",FlightAware ADS-B (EBLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:00:39 AM,52.2884,6.2023,← 300°,405.0,466.0,"18,950","-2,550",FlightAware ADS-B (DTM / EDLW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:01:09 AM,52.3161,6.1244,← 300°,402.0,463.0,"17,700","-2,525",FlightAware ADS-B (EHTL),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:01:39 AM,52.3433,6.0475,← 300°,396.0,456.0,"16,425","-2,825",FlightAware ADS-B (GRQ / EHGG),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:02:09 AM,52.3711,5.9693,← 300°,389.0,448.0,"14,875","-3,029",FlightAware ADS-B (MGL / EDLN),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:02:31 AM,52.3904,5.9148,← 300°,383.0,441.0,"13,800","-3,000",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:03:02 AM,52.4174,5.8376,← 300°,374.0,430.0,"12,225","-2,926",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:03:32 AM,52.4427,5.7656,← 300°,365.0,420.0,"10,825","-1,725",FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:04:02 AM,52.4675,5.6939,← 300°,338.0,389.0,"10,500",-550,FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:04:32 AM,52.4894,5.6314,← 300°,314.0,361.0,"10,275",-459,FlightAware ADS-B (BRE / EDDW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:04:51 AM,52.4999,5.5905,← 282°,295.0,339.0,"10,125",-730,FlightAware ADS-B (DHR / EHKD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:05:09 AM,52.4982,5.5536,← 254°,289.0,333.0,"9,825","-1,114",FlightAware ADS-B (EHVB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:05:26 AM,52.4858,5.5214,↙ 229°,287.0,330.0,"9,475","-1,077",FlightAware ADS-B (ENS / EHTW),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:05:48 AM,52.4661,5.4883,↙ 226°,282.0,325.0,"9,125","-1,010",FlightAware ADS-B (EHHO),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:06:18 AM,52.4392,5.4415,↙ 227°,276.0,318.0,"8,600","-1,025",FlightAware ADS-B (EHTE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:06:48 AM,52.4128,5.3959,↙ 226°,275.0,316.0,"8,100",-964,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:07:14 AM,52.3905,5.3583,↙ 226°,274.0,315.0,"7,700",-971,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:07:56 AM,52.3529,5.2965,↙ 225°,277.0,319.0,"7,000",-992,FlightAware ADS-B (EHDR),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:08:16 AM,52.3351,5.2674,↙ 225°,276.0,318.0,"6,675","-1,020",FlightAware ADS-B (EHDB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:08:46 AM,52.3074,5.2219,↙ 225°,270.0,311.0,"6,150","-1,025",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:09:16 AM,52.2814,5.1788,↙ 226°,265.0,305.0,"5,650",-981,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:09:38 AM,52.2631,5.1488,↙ 225°,264.0,304.0,"5,300",-975,FlightAware ADS-B (EHHA),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:09:56 AM,52.2465,5.122,↙ 225°,265.0,305.0,"5,000","-1,015",Surface and Near-Surface,Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:10:12 AM,52.233,5.1028,↙ 217°,266.0,306.0,"4,725","-1,031",FlightAware ADS-B (EHVB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:10:28 AM,52.2158,5.0835,↙ 214°,265.0,305.0,"4,450",-938,FlightAware ADS-B (EHHV),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:10:44 AM,52.201,5.0672,↙ 214°,263.0,303.0,"4,225",-938,FlightAware ADS-B (EIN / EHEH),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:11:00 AM,52.1845,5.049,↙ 214°,261.0,300.0,"3,950","-1,057",FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:11:28 AM,52.1563,5.0179,↙ 214°,258.0,297.0,"3,450","-1,009",FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:11:58 AM,52.1285,4.9879,↙ 213°,251.0,289.0,"2,975",-526,FlightAware ADS-B (EHDL),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:12:25 AM,52.1022,4.9597,↙ 213°,231.0,266.0,"2,950",-28,FlightAware ADS-B (EHDB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:12:52 AM,52.0784,4.9341,↙ 214°,227.0,261.0,"2,950",-26,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:13:22 AM,52.0526,4.9066,↙ 213°,224.0,258.0,"2,925",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:13:48 AM,52.03,4.8825,↙ 215°,208.0,239.0,"2,950",35,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:14:05 AM,52.0214,4.8636,← 247°,197.0,227.0,"2,950",,FlightAware ADS-B (EHDB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:14:23 AM,52.0206,4.8369,← 271°,196.0,226.0,"2,950",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:14:41 AM,52.0208,4.8093,← 271°,196.0,226.0,"2,950",,FlightAware ADS-B (EHDB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:15:00 AM,52.021,4.7847,← 275°,195.0,224.0,"2,950",,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:15:18 AM,52.0296,4.7613,↖ 325°,203.0,234.0,"2,950",,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:15:34 AM,52.044,4.7565,↑ 357°,206.0,237.0,"2,950",,FlightAware ADS-B (LEY / EHLE),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:15:51 AM,52.0614,4.7565,↑ 0°,207.0,238.0,"2,950",,FlightAware ADS-B (OST / EBOS),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:16:13 AM,52.0816,4.7579,↑ 4°,207.0,238.0,"2,950",,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:16:56 AM,52.1216,4.7618,↑ 3°,190.0,219.0,"2,950",-144,FlightAware ADS-B (EHVB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:17:26 AM,52.1467,4.7641,↑ 3°,187.0,215.0,"2,775",-650,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:17:56 AM,52.1718,4.7663,↑ 3°,182.0,209.0,"2,300",-950,FlightAware ADS-B (EHMB),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:18:26 AM,52.1966,4.7686,↑ 3°,178.0,205.0,"1,825",-975,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:18:56 AM,52.22,4.7709,↑ 4°,155.0,178.0,"1,325",-873,FlightAware ADS-B (RTM / EHRD),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:19:21 AM,52.2368,4.7723,↑ 4°,140.0,161.0,"1,025",-732,Surface and Near-Surface,Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:19:37 AM,52.2467,4.7732,↑ 3°,131.0,151.0,825,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:19:53 AM,52.256,4.7741,↑ 4°,132.0,152.0,625,-703,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:20:09 AM,52.2659,4.7749,↑ 3°,130.0,150.0,450,-703,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:20:25 AM,52.2753,4.7759,↑ 4°,127.0,146.0,250,-703,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:20:41 AM,52.2847,4.7769,↑ 4°,130.0,150.0,75,-703,FlightAware ADS-B (UDE / EHVK),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 08:20:57 AM,52.2943,4.7777,↑ 3°,130.0,150.0,,-750,FlightAware ADS-B (AMS / EHAM),Arrivals,KLM1852,2025-03-24 13:31:53
Mon 07:12:51 AM,55.0329,-1.708,↙ 244°,145.0,167.0,850,,FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:13:07 AM,55.0288,-1.7233,↙ 245°,146.0,168.0,"1,625","2,578",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:13:23 AM,55.0239,-1.7423,← 246°,167.0,192.0,"2,225","2,182",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:13:40 AM,55.0171,-1.7641,↙ 239°,185.0,213.0,"2,825","2,182",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:13:56 AM,55.0045,-1.7795,↙ 207°,215.0,247.0,"3,425","2,554",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:14:17 AM,54.9838,-1.7902,↓ 195°,233.0,268.0,"4,400","3,398",FlightAware ADS-B (CAX / EGNC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:14:45 AM,54.9527,-1.8062,↓ 197°,241.0,277.0,"6,200","3,543",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:15:15 AM,54.9225,-1.8221,↓ 197°,249.0,287.0,"7,825","3,425",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:15:45 AM,54.8883,-1.84,↓ 197°,256.0,295.0,"9,625","3,375",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:16:15 AM,54.8541,-1.8585,↓ 198°,267.0,307.0,"11,200","2,445",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:17:25 AM,54.7586,-1.9111,↓ 197°,334.0,384.0,"13,700","2,409",FlightAware ADS-B (CAX / EGNC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:17:59 AM,54.7049,-1.9391,↓ 197°,350.0,403.0,"15,375","3,000",FlightAware ADS-B (NCL / EGNT),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:18:21 AM,54.6718,-1.9538,↓ 193°,352.0,405.0,"16,500","3,202",FlightAware ADS-B (QCY / EGXC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:18:51 AM,54.6238,-1.9719,↓ 192°,351.0,404.0,"18,150","3,120",FlightAware ADS-B (EGAD),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:19:11 AM,54.5919,-1.9837,↓ 192°,354.0,407.0,"19,100","2,160",FlightAware ADS-B (LPL / EGGP),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:19:41 AM,54.5418,-2.0027,↓ 192°,377.0,434.0,"19,950","1,650",FlightAware ADS-B (EGOE),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:20:11 AM,54.4907,-2.0219,↓ 192°,382.0,440.0,"20,750","1,681",FlightAware ADS-B (MME / EGNV),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:20:39 AM,54.4405,-2.0402,↓ 190°,391.0,450.0,"21,575","2,182",FlightAware ADS-B (EIME),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:21:17 AM,54.3728,-2.0189,↘ 155°,397.0,457.0,"23,150","2,779",FlightAware ADS-B (LPL / EGGP),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:21:47 AM,54.3232,-1.979,↘ 155°,390.0,449.0,"24,725","3,031",FlightAware ADS-B (LPL / EGGP),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:22:06 AM,54.2936,-1.9557,↘ 155°,387.0,445.0,"25,625","2,036",FlightAware ADS-B (EGNE),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:22:43 AM,54.2336,-1.9089,↘ 155°,388.0,447.0,"26,625","1,266",FlightAware ADS-B (IOM / EGNS),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:23:10 AM,54.1902,-1.8749,↘ 155°,394.0,453.0,"26,975",395,FlightAware ADS-B (DUB / EIDW),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:23:40 AM,54.1399,-1.8353,↘ 155°,392.0,451.0,"27,000",25,FlightAware ADS-B (MAN / EGCC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:24:10 AM,54.0916,-1.7975,↘ 155°,394.0,453.0,"27,000",,FlightAware ADS-B (EGNE),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:24:51 AM,54.0235,-1.744,↘ 155°,394.0,453.0,"27,000",,FlightAware ADS-B (NQT / EGBN),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:25:07 AM,53.999,-1.715,↘ 137°,388.0,447.0,"27,000",,FlightAware ADS-B (OXF / EGTK),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:25:23 AM,53.9813,-1.6795,↘ 128°,382.0,440.0,"27,000",,FlightAware ADS-B (BHD / EGAC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:25:53 AM,53.9488,-1.6096,↘ 128°,382.0,440.0,"27,000",-25,FlightAware ADS-B (BHD / EGAC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:26:23 AM,53.9154,-1.5387,↘ 129°,381.0,438.0,"26,975",-25,FlightAware ADS-B (EGCF),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:26:53 AM,53.8826,-1.4692,↘ 129°,381.0,438.0,"26,975",,FlightAware ADS-B (CAX / EGNC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:27:23 AM,53.8496,-1.3994,↘ 129°,381.0,438.0,"26,975",,FlightAware ADS-B (EGCJ),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:27:53 AM,53.8167,-1.33,↘ 129°,381.0,438.0,"26,975",25,FlightAware ADS-B (LBA / EGNM),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:28:23 AM,53.7835,-1.2602,↘ 129°,381.0,438.0,"27,000",55,FlightAware ADS-B (EMA / EGNX),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:28:48 AM,53.7558,-1.202,↘ 129°,380.0,437.0,"27,025",30,FlightAware ADS-B (EGBG),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:29:13 AM,53.73,-1.1481,↘ 129°,379.0,436.0,"27,025",,FlightAware ADS-B (LBA / EGNM),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:29:43 AM,53.6963,-1.0777,↘ 129°,379.0,436.0,"27,025",-25,FlightAware ADS-B (LBA / EGNM),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:30:13 AM,53.6635,-1.0094,↘ 129°,380.0,437.0,"27,000",-25,FlightAware ADS-B (EGBC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:30:43 AM,53.6295,-0.9389,↘ 129°,380.0,437.0,"27,000",,FlightAware ADS-B (EGSQ),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:31:13 AM,53.5962,-0.8702,↘ 129°,380.0,437.0,"27,000",,FlightAware ADS-B (MSE / EGMH),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:31:43 AM,53.5641,-0.8037,↘ 129°,380.0,437.0,"27,000",25,FlightAware ADS-B (BEQ / EGXH),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:32:13 AM,53.5307,-0.7349,↘ 129°,380.0,437.0,"27,025",25,FlightAware ADS-B (EGTH),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:32:43 AM,53.4971,-0.6661,↘ 129°,379.0,436.0,"27,025",,FlightAware ADS-B (DSA / EGCN),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:33:13 AM,53.4638,-0.5978,↘ 129°,377.0,434.0,"27,025",,FlightAware ADS-B (KNF / EGYM),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:33:43 AM,53.4311,-0.531,↘ 129°,377.0,434.0,"27,025",-25,FlightAware ADS-B (EGBO),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:34:13 AM,53.3966,-0.4606,↘ 130°,376.0,433.0,"27,000",-25,FlightAware ADS-B (LBA / EGNM),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:34:43 AM,53.3647,-0.3957,↘ 130°,375.0,432.0,"27,000",,FlightAware ADS-B (MAN / EGCC),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:35:13 AM,53.3305,-0.3265,↘ 130°,375.0,432.0,"27,000",,FlightAware ADS-B (EGSO),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:35:43 AM,53.2994,-0.264,↘ 130°,374.0,430.0,"27,000",,FlightAware ADS-B (HUY / EGNJ),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:36:27 AM,53.2495,-0.1635,↘ 130°,374.0,430.0,"27,000",-22,FlightAware ADS-B (NWI / EGSH),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:36:52 AM,53.2224,-0.1082,↘ 128°,373.0,429.0,"26,975",,FlightAware ADS-B (EGLJ),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:37:08 AM,53.2099,-0.07,↘ 111°,362.0,417.0,"27,000",60,FlightAware ADS-B (BHX / EGBB),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:37:42 AM,53.1956,0.0209,→ 104°,356.0,410.0,"27,025",-23,FlightAware ADS-B (EGNA),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:38:12 AM,53.1834,0.1015,→ 104°,356.0,410.0,"26,975",-50,FlightAware ADS-B (EGNE),Arrivals,EZY7860,2025-03-24 13:31:53
Mon 07:38:42 AM,53.1714,0.1807,→ 104°,357.0,411.0,"26,975",,FlightAware ADS-B (WTN / EGXW),Arrivals,EZY7860,2025-03-24 13:31:53
